532 0 3 0 0 0 550 191 1 2 0 0 0 941 0 0 167 0 1 0 0 0 71 0 0 1 6 6 168 523 0 0 5 74 3 1 0 101 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 10
0 126 0 0 0 0 0 0 64 0 0 0 1 0 0 9 0 0 0 0 0 806 0 494 89 0 218 2 0 0 0 0 0 2 0 1 0 2 0 0 0 0 0 0 2 0 0 0 0 0 23 0 0 0 0 0 0 16 0 0 0 6 0 0 0 0 0 0 0 0 1 0 5 11 0 31 0 0 0 0 0 0 0 0 0
0 0 958 0 0 0 604 179 0 2 0 0 0 576 0 0 1138 0 97 0 1237 0 3291 0 0 215 365 643 12 823 0 0 0 50 0 375 44 273 34 0 1 0 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 1
0 0 0 1307 0 55 3 137 729 1160 8 266 0 30 2 0 0 0 0 948 0 0 0 780 0 0 0 419 37 0 0 0 0 24 0 89 0 7 3 114 0 0 3 0 2 1 0 1 0 0 0 0 612 0 5 0 1 32 572 0 212 0 0 4 0 0 0 0 141 0 0 0 60 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 49 15 0 3 0 0 0 38 0 0 147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 139 0 11 0 0 0 0 0 641 93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 2670 464 1651 1 1217 20 860 22 861 86 0 0 0 0 184 0 0 0 0 0 0 0 2 441 0 0 92 0 263 20 4 0 19 2 357 59 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 1425 2137 322 786 131 17 3 2505 1 0 94 2 5 2 107 0 93 810 0 99 39 2560 363 256 0 4 64 411 28 553 12 225 331 27 132 0 4 1 4 3 2 7 0 0 0 0 0 0 0 43 0 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 21 7 0 0 0 0 7 30 124
0 0 0 0 0 0 0 2193 10 852 426 643 13 1948 15 2 1286 24 18 234 52 0 268 5 1 197 70 91 740 116 0 35 216 890 29 171 8 953 698 437 288 8 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 26 116
0 0 0 0 0 0 0 0 828 887 20 218 16 75 18 1 1 0 0 214 0 132 0 2679 169 0 294 2051 47 0 0 0 0 43 16 154 0 186 203 57 116 3 6 0 3 0 18 5 0 0 3 0 30 0 3 0 0 106 35 0 84 0 0 7 46 0 0 0 16 1 16 0 55 9 0 87 3 0 0 0 0 0 2 0 92
0 0 0 0 0 0 0 0 0 6053 497 1465 2 893 0 0 9 1 0 790 0 0 15 122 0 6 2 331 1093 14 0 1 3 1138 90 305 0 302 186 347 464 11 128 0 64 37 23 9 0 0 0 0 805 0 1 0 0 129 1268 0 258 0 0 0 0 0 0 0 51 0 0 0 28 0 0 0 10 0 0 0 0 0 3 0 123
0 0 0 0 0 0 0 0 0 0 2256 147 87 80 0 0 0 159 202 7 0 0 1 2 71 8 4 324 70 2 0 0 3 563 1 4 856 2119 28 40 6 47 0 79 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 13 3 0 0 0 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 4713 4 560 246 0 0 0 0 1697 0 0 0 122 0 0 0 5 1022 0 0 0 0 523 0 51 1 25 0 1009 84 1 16 0 5 2 27 0 0 0 0 0 74 2 10 0 0 40 269 1 625 0 0 19 0 0 0 0 81 0 0 0 6 0 0 0 0 0 0 0 0 0 3 0 2
0 0 0 0 0 0 0 0 0 0 0 0 589 3 0 3 0 0 0 0 0 64 0 46 365 0 72 0 7 0 1 0 1 31 0 7 54 22 0 2 0 82 0 16 11 0 0 0 1 0 6 0 0 0 0 0 0 3 0 0 0 32 0 0 0 0 0 0 0 0 1 0 1 59 2 22 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 2311 10 0 1609 1 18 70 79 0 179 39 0 80 65 158 1976 110 0 1 170 1196 11 44 4 834 397 836 112 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 56
0 0 0 0 0 0 0 0 0 0 0 0 0 0 247 0 0 0 0 7 0 0 0 27 0 0 0 27 0 0 0 7 0 0 0 9 0 0 1 748 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1007 0 0 0 0 10 116 117 322 2 0 1073 160 1 0 0 0 0 1 0 265 102 0 0 2 0 0 169 3 8 0 9 0 0 0 2 0 0 0 0 0 0 56 0 0 0 2 0 0 2250 1 0 0 0 20 50 494 734 5 1 267 100 0 0 0 0 0 0 0 43
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 584 0 577 0 326 0 1172 0 0 604 1229 217 437 304 0 0 20 92 3 35 11 288 93 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 17
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 221 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 481 0 1 0 8 0 0 430 310 3 4 1 0 0 0 331 0 3 0 822 53 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
