169 0 0 0 0 0 9 40 0 0 0 0 0 152 0 0 11 0 11 0 0 0 1 0 0 1 0 22 109 267 0 0 9 11 0 0 0 238 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 218 0 0 0 0 0 0 113 0 0 0 199 0 0 0 0 0 0 0 0 291 0 130 194 23 856 0 0 0 8 0 0 0 0 42 2 5 4 26 0 0 3 0 0 0 0 0 0 0 6 0 0 0 0 0 0 1 0 2 0 38 0 0 0 0 0 0 0 0 0 0 3 5 0 152 0 0 0 0 0 0 5 0 1
0 0 1062 0 0 6 898 94 0 37 0 0 0 39 0 0 154 0 3 0 654 0 1799 0 0 620 80 411 55 9 0 0 1 43 0 21 12 38 9 85 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 534 6 0 0 0 1209 0 0 162 0 0 0 0 0 0 0 877 0 4 0 466 0 0 1 68 6 0 0 0 0 1 0 236 0 71 10 122 12 0 3 0 4 1 0 1 0 0 0 0 222 0 0 0 1 15 0 0 8 0 0 0 0 0 0 0 24 0 0 0 38 0 0 0 172 0 0 0 0 0 0 0 38
0 0 0 0 160 56 0 7 336 0 0 33 0 0 450 0 0 0 0 0 0 0 0 67 0 0 4 10 2 0 0 119 0 14 0 1 0 0 0 637 231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1435 2 763 19 774 38 218 14 41 111 0 0 52 4 8 0 0 29 12 0 40 1 23 885 0 0 39 64 53 0 0 0 20 15 215 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 21
0 0 0 0 0 0 484 123 0 451 1 0 1 411 0 0 234 1 6 1 199 0 201 0 0 109 1 880 104 163 0 0 1 22 0 3 0 263 11 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 1926 0 472 12 17 0 596 0 0 379 1 349 27 15 0 43 0 0 74 10 229 467 12 0 1 148 197 0 2 0 1598 160 356 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 19
0 0 0 0 0 0 0 0 188 0 2 40 181 0 112 0 0 0 0 0 0 765 0 803 31 16 872 414 2 0 11 0 2 0 0 126 3 10 5 143 57 0 0 0 0 1 12 0 0 0 3 0 39 0 0 0 0 113 0 2 1 5 0 0 0 0 0 0 0 0 4 0 57 2 0 9 5 0 0 0 0 0 0 0 31
0 0 0 0 0 0 0 0 0 1313 300 20 75 138 0 0 4 34 3 31 0 0 6 11 17 85 0 45 935 0 0 13 35 684 0 181 4 401 83 103 77 3 0 0 1 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 4 0 0 0 0 0 0 0 202
0 0 0 0 0 0 0 0 0 0 3010 146 225 17 0 0 14 93 79 99 0 0 10 0 46 196 1 6 196 76 6 0 7 439 0 14 833 481 5 1 0 50 0 2 67 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 0 0 572 12 2 193 0 0 1 0 301 0 0 0 99 7 5 4 49 67 0 0 0 0 325 0 32 0 253 35 102 97 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 159
